id,title,alternative_title,year,pages,abstract,file_url,image_url,type,status
D124,"Thực hành thực vật và động vật phù du /Trương Thị Bích Hồng (chủ biên), Nguyễn Thị Thúy, Trần Thị Lê Trang",,2024,83tr :Hình ảnh ;24cm,"Tài liệu tập trung nghiên cứu về Thực hành thực vật và động vật phù du , trình bày các cơ sở lý thuyết và phương pháp tiếp cận trong lĩnh vực lĩnh vực nghiên cứu chuyên ngành. Tài liệu sử dụng phương pháp phân tích và tổng hợp tài liệu nhằm làm rõ các khái niệm, nguyên lý và kỹ thuật liên quan. Tài liệu có thể được sử dụng như nguồn tham khảo trong học tập, nghiên cứu và triển khai các hệ thống thực tế.",/static/uploads/files/D124.pdf,/static/uploads/images/D124.jpg,Book,active
D125,Hình thái phân loại giáp xác và động vật thân mềm /Vũ Trọng Đại,,2024,497tr :Hình ảnh,"Tài liệu cung cấp cái nhìn tổng quan về Hình thái phân loại giáp xác và động vật thân mềm , bao gồm các mô hình, kỹ thuật và xu hướng phát triển trong lĩnh vực nghiên cứu chuyên ngành. Nghiên cứu áp dụng các mô hình và phương pháp đánh giá phổ biến nhằm phân tích hiệu quả của các giải pháp được đề cập. Nội dung tài liệu hỗ trợ người đọc tiếp cận các xu hướng nghiên cứu và ứng dụng hiện đại trong môi trường học thuật.",/static/uploads/files/D125.pdf,/static/uploads/images/D125.jpg,Book,active
D126,Bài giảng Nhiên liệu và môi chất chuyên dùng - Dùng cho động cơ đốt trong :(Bài giảng dùng cho học viên ngành động lực Đại học Nha Trang) - Lưu hành nội bộ /Hồ Đức Tuấn,,2020,127 tr.,"Tài liệu cung cấp cái nhìn tổng quan về Bài giảng Nhiên liệu và môi chất chuyên dùng - Dùng cho động cơ đốt trong: (Bài giảng dùng cho học viên ngành động lực Đại học Nha Trang) - Lưu hành nội bộ , bao gồm các mô hình, kỹ thuật và xu hướng phát triển trong lĩnh vực nghiên cứu chuyên ngành. Nghiên cứu áp dụng các mô hình và phương pháp đánh giá phổ biến nhằm phân tích hiệu quả của các giải pháp được đề cập. Tài liệu có thể được sử dụng như nguồn tham khảo trong học tập, nghiên cứu và triển khai các hệ thống thực tế.",/static/uploads/files/D126.pdf,/static/uploads/images/D126.jpg,Book,active
D127,Bài giảng Đại lý tàu biển và giao nhận hàng hóa :Lưu hành nội bộ /Hồ Đức Tuấn,,2016,100 tr.,"Nghiên cứu này trình bày các khía cạnh chuyên môn của Bài giảng Đại lý tàu biển và giao nhận hàng hóa: Lưu hành nội bộ , kết hợp giữa nền tảng lý thuyết và ứng dụng thực tiễn trong lĩnh vực nghiên cứu chuyên ngành. Tài liệu sử dụng phương pháp phân tích và tổng hợp tài liệu nhằm làm rõ các khái niệm, nguyên lý và kỹ thuật liên quan. Nội dung tài liệu hỗ trợ người đọc tiếp cận các xu hướng nghiên cứu và ứng dụng hiện đại trong môi trường học thuật.",/static/uploads/files/D127.pdf,/static/uploads/images/D127.jpg,Book,active
D128,"Bài giảng Bảo vệ môi trường biển - Vấn đề và giải pháp :Chương 9, Chương 10 /Hồ Đức Tuấn",,2024,7 tr.,"Nghiên cứu này trình bày các khía cạnh chuyên môn của Bài giảng Bảo vệ môi trường biển - Vấn đề và giải pháp: Chương 9, Chương 10 , kết hợp giữa nền tảng lý thuyết và ứng dụng thực tiễn trong lĩnh vực nghiên cứu chuyên ngành. Tài liệu kết hợp giữa cơ sở học thuật và các tình huống ứng dụng nhằm nâng cao khả năng tiếp cận và triển khai thực tế. Tài liệu có thể được sử dụng như nguồn tham khảo trong học tập, nghiên cứu và triển khai các hệ thống thực tế.",/static/uploads/files/D128.pdf,/static/uploads/images/D128.jpg,Book,active
D129,"English for Engineering. Book 2 :Marine diesel and auxiliary engines /Hồ Đức Tuấn, Huỳnh Văn Vũ",,2021,128 tr.,"Tài liệu tập trung nghiên cứu về English for Engineering. Book 2: Marine diesel and auxiliary engines , trình bày các cơ sở lý thuyết và phương pháp tiếp cận trong lĩnh vực lĩnh vực nghiên cứu chuyên ngành. Tài liệu sử dụng phương pháp phân tích và tổng hợp tài liệu nhằm làm rõ các khái niệm, nguyên lý và kỹ thuật liên quan. Kết quả của tài liệu có giá trị tham khảo đối với sinh viên, giảng viên và các nhà nghiên cứu trong lĩnh vực liên quan.",/static/uploads/files/D129.pdf,/static/uploads/images/D129.jpg,Book,active
D130,"Bài giảng Máy và thiết bị nâng hạ tàu thủy :(Lưu hành nội bộ) /Nguyễn Thái Vũ, Hồ Đức Tuấn",,2024,190 tr.,"Nội dung tài liệu phân tích các vấn đề liên quan đến Bài giảng Máy và thiết bị nâng hạ tàu thủy: (Lưu hành nội bộ) , đồng thời đề xuất các hướng ứng dụng trong lĩnh vực nghiên cứu chuyên ngành. Tài liệu kết hợp giữa cơ sở học thuật và các tình huống ứng dụng nhằm nâng cao khả năng tiếp cận và triển khai thực tế. Kết quả của tài liệu có giá trị tham khảo đối với sinh viên, giảng viên và các nhà nghiên cứu trong lĩnh vực liên quan.",/static/uploads/files/D130.pdf,/static/uploads/images/D130.jpg,Book,active
D131,Nhập môn ngành cơ điện tử /Nguyễn Văn Định,,2024,160tr :Hình ảnh,"Nghiên cứu này trình bày các khía cạnh chuyên môn của Nhập môn ngành cơ điện tử , kết hợp giữa nền tảng lý thuyết và ứng dụng thực tiễn trong lĩnh vực nghiên cứu chuyên ngành. Tài liệu sử dụng phương pháp phân tích và tổng hợp tài liệu nhằm làm rõ các khái niệm, nguyên lý và kỹ thuật liên quan. Kết quả của tài liệu có giá trị tham khảo đối với sinh viên, giảng viên và các nhà nghiên cứu trong lĩnh vực liên quan.",/static/uploads/files/D131.pdf,/static/uploads/images/D131.jpg,Book,active
D132,Bài giảng Động cơ đốt trong /Hồ Đức Tuấn,,2023,259 tr.,"Tài liệu cung cấp cái nhìn tổng quan về Bài giảng Động cơ đốt trong , bao gồm các mô hình, kỹ thuật và xu hướng phát triển trong lĩnh vực nghiên cứu chuyên ngành. Tài liệu sử dụng phương pháp phân tích và tổng hợp tài liệu nhằm làm rõ các khái niệm, nguyên lý và kỹ thuật liên quan. Kết quả của tài liệu có giá trị tham khảo đối với sinh viên, giảng viên và các nhà nghiên cứu trong lĩnh vực liên quan.",/static/uploads/files/D132.pdf,/static/uploads/images/D132.jpg,Book,active
D133,Kỹ thuật thi công và lắp đặt hệ thống lạnh và điều hòa không khí /Nguyễn Đình Khương,,2024,627tr :Hình ảnh,"Nội dung tài liệu phân tích các vấn đề liên quan đến Kỹ thuật thi công và lắp đặt hệ thống lạnh và điều hòa không khí , đồng thời đề xuất các hướng ứng dụng trong lĩnh vực nghiên cứu chuyên ngành. Nội dung được xây dựng dựa trên việc hệ thống hóa kiến thức chuyên ngành kết hợp với các ví dụ minh họa thực tế. Nghiên cứu góp phần cung cấp nền tảng kiến thức phục vụ cho việc học tập và phát triển chuyên môn.",/static/uploads/files/D133.pdf,/static/uploads/images/D133.jpg,Book,active
D134,Maritime English /Hồ Đức Tuấn (chủ biên) và những người khác,English - Maritime,2024,153 tr.,"Tài liệu cung cấp cái nhìn tổng quan về Maritime English , bao gồm các mô hình, kỹ thuật và xu hướng phát triển trong lĩnh vực nghiên cứu chuyên ngành. Nội dung được xây dựng dựa trên việc hệ thống hóa kiến thức chuyên ngành kết hợp với các ví dụ minh họa thực tế. Nghiên cứu góp phần cung cấp nền tảng kiến thức phục vụ cho việc học tập và phát triển chuyên môn.",/static/uploads/files/D134.pdf,/static/uploads/images/D134.jpg,Book,active
D135,Quản lý khai thác cảng /Hồ Đức Tuấn,,2023,121 tr. ;,"Nghiên cứu này trình bày các khía cạnh chuyên môn của Quản lý khai thác cảng , kết hợp giữa nền tảng lý thuyết và ứng dụng thực tiễn trong trí tuệ nhân tạo. Nghiên cứu áp dụng các mô hình và phương pháp đánh giá phổ biến nhằm phân tích hiệu quả của các giải pháp được đề cập. Nội dung tài liệu hỗ trợ người đọc tiếp cận các xu hướng nghiên cứu và ứng dụng hiện đại trong môi trường học thuật.",/static/uploads/files/D135.pdf,/static/uploads/images/D135.jpg,Book,active
D136,Giáo trình Công nghệ đóng sửa tàu phi kim loại /Phạm Thanh Nhựt,,2022,179 tr. :Minh họa ;27 cm,"Nội dung tài liệu phân tích các vấn đề liên quan đến Giáo trình Công nghệ đóng sửa tàu phi kim loại , đồng thời đề xuất các hướng ứng dụng trong lĩnh vực nghiên cứu chuyên ngành. Nội dung được xây dựng dựa trên việc hệ thống hóa kiến thức chuyên ngành kết hợp với các ví dụ minh họa thực tế. Nội dung tài liệu hỗ trợ người đọc tiếp cận các xu hướng nghiên cứu và ứng dụng hiện đại trong môi trường học thuật.",/static/uploads/files/D136.pdf,/static/uploads/images/D136.jpg,Book,active
D137,Phương pháp nghiên cứu khoa học trong nuôi trồng thủy sản /Lê Minh Hoàng,Scientific Research Methodology in Aquaculture,2024,146 tr. ;,"Nghiên cứu này trình bày các khía cạnh chuyên môn của Phương pháp nghiên cứu khoa học trong nuôi trồng thủy sản , kết hợp giữa nền tảng lý thuyết và ứng dụng thực tiễn trong lĩnh vực nghiên cứu chuyên ngành. Tài liệu kết hợp giữa cơ sở học thuật và các tình huống ứng dụng nhằm nâng cao khả năng tiếp cận và triển khai thực tế. Kết quả của tài liệu có giá trị tham khảo đối với sinh viên, giảng viên và các nhà nghiên cứu trong lĩnh vực liên quan.",/static/uploads/files/D137.pdf,/static/uploads/images/D137.jpg,Book,active
D138,Hướng dẫn bài tập chuyên ngành Kỹ thuật tàu thủy /Phạm Thanh Nhựt,,2021,204 tr. :Minh họa ;27 cm,"Tài liệu cung cấp cái nhìn tổng quan về Hướng dẫn bài tập chuyên ngành Kỹ thuật tàu thủy , bao gồm các mô hình, kỹ thuật và xu hướng phát triển trong lĩnh vực nghiên cứu chuyên ngành. Tài liệu kết hợp giữa cơ sở học thuật và các tình huống ứng dụng nhằm nâng cao khả năng tiếp cận và triển khai thực tế. Nghiên cứu góp phần cung cấp nền tảng kiến thức phục vụ cho việc học tập và phát triển chuyên môn.",/static/uploads/files/D138.pdf,/static/uploads/images/D138.jpg,Book,active
D139,Lý thuyết tài chính - tiền tệ /Võ Văn Cần (chủ biên) và tập thể bộ môn Tài chính - Ngân hàng,,2022,287 tr. :bảng biểu ;24 cm,"Tài liệu tập trung nghiên cứu về Lý thuyết tài chính - tiền tệ , trình bày các cơ sở lý thuyết và phương pháp tiếp cận trong lĩnh vực lĩnh vực nghiên cứu chuyên ngành. Tài liệu kết hợp giữa cơ sở học thuật và các tình huống ứng dụng nhằm nâng cao khả năng tiếp cận và triển khai thực tế. Tài liệu có thể được sử dụng như nguồn tham khảo trong học tập, nghiên cứu và triển khai các hệ thống thực tế.",/static/uploads/files/D139.pdf,/static/uploads/images/D139.jpg,Book,active
D140,Bài giảng pháp luật về hàng hải :Phần II /Bộ môn hàng hải,,2018,61 tr.,"Tài liệu cung cấp cái nhìn tổng quan về Bài giảng pháp luật về hàng hải: Phần II , bao gồm các mô hình, kỹ thuật và xu hướng phát triển trong lĩnh vực nghiên cứu chuyên ngành. Nghiên cứu áp dụng các mô hình và phương pháp đánh giá phổ biến nhằm phân tích hiệu quả của các giải pháp được đề cập. Kết quả của tài liệu có giá trị tham khảo đối với sinh viên, giảng viên và các nhà nghiên cứu trong lĩnh vực liên quan.",/static/uploads/files/D140.pdf,/static/uploads/images/D140.jpg,Book,active
D141,Bài giảng pháp luật hàng hải :Phần I /Bộ môn hàng hải,,2019,61 tr.,"Nội dung tài liệu phân tích các vấn đề liên quan đến Bài giảng pháp luật hàng hải: Phần I , đồng thời đề xuất các hướng ứng dụng trong lĩnh vực nghiên cứu chuyên ngành. Tài liệu sử dụng phương pháp phân tích và tổng hợp tài liệu nhằm làm rõ các khái niệm, nguyên lý và kỹ thuật liên quan. Tài liệu có thể được sử dụng như nguồn tham khảo trong học tập, nghiên cứu và triển khai các hệ thống thực tế.",/static/uploads/files/D141.pdf,/static/uploads/images/D141.jpg,Book,active
D142,Bài giảng an toàn cho người và tàu cá /Nguyễn Đức Sĩ,,2018,129 tr.,"Nội dung tài liệu phân tích các vấn đề liên quan đến Bài giảng an toàn cho người và tàu cá , đồng thời đề xuất các hướng ứng dụng trong lĩnh vực nghiên cứu chuyên ngành. Tài liệu kết hợp giữa cơ sở học thuật và các tình huống ứng dụng nhằm nâng cao khả năng tiếp cận và triển khai thực tế. Nghiên cứu góp phần cung cấp nền tảng kiến thức phục vụ cho việc học tập và phát triển chuyên môn.",/static/uploads/files/D142.pdf,/static/uploads/images/D142.jpg,Book,active
